car_numbers1,car_numbers2,car_numbers3,car_numbers4,duration1,duration3,total_waiting_time
100,120,30,120,14,36,6202.0
100,120,30,120,14,37,6794.0
100,120,30,120,14,38,6840.0
100,120,30,120,14,39,7003.0
100,120,30,120,14,40,6996.0
100,120,30,120,14,41,7487.0
100,120,30,120,14,42,7646.0
100,120,30,120,14,43,7766.0
100,120,30,120,14,44,8001.0
100,120,30,120,14,45,8208.0
100,120,30,120,14,46,8355.0
100,120,30,120,14,47,8831.0
100,120,30,120,14,48,9598.0
100,120,30,120,14,49,9464.0
100,120,30,120,14,50,9540.0
100,120,30,120,14,51,9700.0
100,120,30,120,14,52,10018.0
100,120,30,120,14,53,9832.0
100,120,30,120,14,54,10639.0
100,120,30,120,14,55,10524.0
100,120,30,120,14,56,11034.0
100,120,30,120,14,57,11254.0
100,120,30,120,14,58,11615.0
100,120,30,120,14,59,11811.0
100,120,30,120,15,10,1850.0
100,120,30,120,15,11,1994.0
100,120,30,120,15,12,1943.0
100,120,30,120,15,13,1925.0
100,120,30,120,15,14,2038.0
100,120,30,120,15,15,2141.0
100,120,30,120,15,16,2053.0
100,120,30,120,15,17,2128.0
100,120,30,120,15,18,2475.0
100,120,30,120,15,19,2497.0
100,120,30,120,15,20,2478.0
100,120,30,120,15,21,2739.0
100,120,30,120,15,22,2927.0
100,120,30,120,15,23,3320.0
100,120,30,120,15,24,3454.0
100,120,30,120,15,25,3575.0
100,120,30,120,15,26,3771.0
100,120,30,120,15,27,3957.0
100,120,30,120,15,28,4189.0
100,120,30,120,15,29,4574.0
100,120,30,120,15,30,4663.0
100,120,30,120,15,31,4948.0
100,120,30,120,15,32,5016.0
100,120,30,120,15,33,5271.0
100,120,30,120,15,34,5470.0
100,120,30,120,15,35,5763.0
100,120,30,120,15,36,5970.0
100,120,30,120,15,37,6218.0
100,120,30,120,15,38,6410.0
100,120,30,120,15,39,6657.0
100,120,30,120,15,40,6716.0
100,120,30,120,15,41,7215.0
100,120,30,120,15,42,7390.0
100,120,30,120,15,43,7422.0
100,120,30,120,15,44,7902.0
100,120,30,120,15,45,8153.0
100,120,30,120,15,46,8044.0
100,120,30,120,15,47,8630.0
100,120,30,120,15,48,8368.0
100,120,30,120,15,49,8921.0
100,120,30,120,15,50,9291.0
100,120,30,120,15,51,9189.0
100,120,30,120,15,52,9494.0
100,120,30,120,15,53,9992.0
100,120,30,120,15,54,9866.0
100,120,30,120,15,55,10289.0
100,120,30,120,15,56,10412.0
100,120,30,120,15,57,10643.0
100,120,30,120,15,58,10975.0
100,120,30,120,15,59,11395.0
100,120,30,120,16,10,1947.0
100,120,30,120,16,11,2002.0
100,120,30,120,16,12,2075.0
100,120,30,120,16,13,1944.0
100,120,30,120,16,14,2107.0
100,120,30,120,16,15,2053.0
100,120,30,120,16,16,2019.0
100,120,30,120,16,17,2105.0
100,120,30,120,16,18,2422.0
100,120,30,120,16,19,2256.0
100,120,30,120,16,20,2411.0
100,120,30,120,16,21,2592.0
100,120,30,120,16,22,2661.0
100,120,30,120,16,23,3074.0
100,120,30,120,16,24,3158.0
100,120,30,120,16,25,3167.0
100,120,30,120,16,26,3556.0
100,120,30,120,16,27,3614.0
100,120,30,120,16,28,3744.0
100,120,30,120,16,29,3930.0
100,120,30,120,16,30,4311.0
100,120,30,120,16,31,4345.0
100,120,30,120,16,32,4680.0
100,120,30,120,16,33,4877.0
100,120,30,120,16,34,5008.0
100,120,30,120,16,35,5285.0
100,120,30,120,16,36,5437.0
100,120,30,120,16,37,5616.0
100,120,30,120,16,38,5844.0
100,120,30,120,16,39,6095.0
100,120,30,120,16,40,6224.0
100,120,30,120,16,41,6470.0
100,120,30,120,16,42,6678.0
100,120,30,120,16,43,6818.0
100,120,30,120,16,44,7024.0
100,120,30,120,16,45,7318.0
100,120,30,120,16,46,7527.0
100,120,30,120,16,47,7671.0
100,120,30,120,16,48,8059.0
100,120,30,120,16,49,8092.0
100,120,30,120,16,50,8540.0
100,120,30,120,16,51,8654.0
100,120,30,120,16,52,8689.0
100,120,30,120,16,53,8887.0
100,120,30,120,16,54,9339.0
100,120,30,120,16,55,9510.0
100,120,30,120,16,56,9855.0
100,120,30,120,16,57,9894.0
100,120,30,120,16,58,9986.0
100,120,30,120,16,59,10410.0
100,120,30,120,17,10,1908.0
100,120,30,120,17,11,2062.0
100,120,30,120,17,12,2126.0
100,120,30,120,17,13,2004.0
100,120,30,120,17,14,2079.0
100,120,30,120,17,15,2183.0
100,120,30,120,17,16,2086.0
100,120,30,120,17,17,2263.0
100,120,30,120,17,18,2344.0
100,120,30,120,17,19,2349.0
100,120,30,120,17,20,2490.0
100,120,30,120,17,21,2679.0
100,120,30,120,17,22,2728.0
100,120,30,120,17,23,2967.0
100,120,30,120,17,24,3128.0
100,120,30,120,17,25,3143.0
100,120,30,120,17,26,3471.0
100,120,30,120,17,27,3543.0
100,120,30,120,17,28,3886.0
100,120,30,120,17,29,4119.0
100,120,30,120,17,30,4357.0
100,120,30,120,17,31,4360.0
100,120,30,120,17,32,4619.0
100,120,30,120,17,33,4751.0
100,120,30,120,17,34,5049.0
100,120,30,120,17,35,5187.0
100,120,30,120,17,36,5559.0
100,120,30,120,17,37,5627.0
100,120,30,120,17,38,5868.0
100,120,30,120,17,39,5903.0
100,120,30,120,17,40,6231.0
100,120,30,120,17,41,6490.0
100,120,30,120,17,42,6533.0
100,120,30,120,17,43,6852.0
100,120,30,120,17,44,7196.0
100,120,30,120,17,45,7168.0
100,120,30,120,17,46,7498.0
100,120,30,120,17,47,7769.0
100,120,30,120,17,48,7991.0
100,120,30,120,17,49,8203.0
100,120,30,120,17,50,8415.0
100,120,30,120,17,51,8514.0
100,120,30,120,17,52,8888.0
100,120,30,120,17,53,8949.0
100,120,30,120,17,54,9207.0
100,120,30,120,17,55,9373.0
100,120,30,120,17,56,9609.0
100,120,30,120,17,57,9881.0
100,120,30,120,17,58,10095.0
100,120,30,120,17,59,10129.0
100,120,30,120,18,10,1988.0
100,120,30,120,18,11,2120.0
100,120,30,120,18,12,2292.0
100,120,30,120,18,13,1961.0
100,120,30,120,18,14,2105.0
100,120,30,120,18,15,2213.0
100,120,30,120,18,16,2136.0
100,120,30,120,18,17,2221.0
100,120,30,120,18,18,2266.0
100,120,30,120,18,19,2255.0
100,120,30,120,18,20,2445.0
100,120,30,120,18,21,2634.0
100,120,30,120,18,22,2659.0
100,120,30,120,18,23,2785.0
100,120,30,120,18,24,2925.0
100,120,30,120,18,25,3104.0
100,120,30,120,18,26,3325.0
100,120,30,120,18,27,3551.0
100,120,30,120,18,28,3592.0
100,120,30,120,18,29,3845.0
100,120,30,120,18,30,3921.0
100,120,30,120,18,31,4142.0
100,120,30,120,18,32,4398.0
100,120,30,120,18,33,4611.0
100,120,30,120,18,34,4825.0
100,120,30,120,18,35,5110.0
100,120,30,120,18,36,5335.0
100,120,30,120,18,37,5649.0
100,120,30,120,18,38,5583.0
100,120,30,120,18,39,5799.0
100,120,30,120,18,40,5997.0
100,120,30,120,18,41,6398.0
100,120,30,120,18,42,6299.0
100,120,30,120,18,43,6668.0
100,120,30,120,18,44,6758.0
100,120,30,120,18,45,6980.0
100,120,30,120,18,46,7159.0
100,120,30,120,18,47,7365.0
100,120,30,120,18,48,7876.0
100,120,30,120,18,49,7968.0
100,120,30,120,18,50,7901.0
100,120,30,120,18,51,8000.0
100,120,30,120,18,52,8413.0
100,120,30,120,18,53,8629.0
100,120,30,120,18,54,8684.0
100,120,30,120,18,55,9260.0
100,120,30,120,18,56,9364.0
100,120,30,120,18,57,9532.0
100,120,30,120,18,58,9563.0
100,120,30,120,18,59,10016.0
100,120,30,120,19,10,2093.0
100,120,30,120,19,11,2235.0
100,120,30,120,19,12,2241.0
100,120,30,120,19,13,2018.0
100,120,30,120,19,14,2167.0
100,120,30,120,19,15,2216.0
100,120,30,120,19,16,2155.0
100,120,30,120,19,17,2256.0
100,120,30,120,19,18,2280.0
100,120,30,120,19,19,2334.0
100,120,30,120,19,20,2563.0
100,120,30,120,19,21,2691.0
100,120,30,120,19,22,2667.0
100,120,30,120,19,23,2916.0
100,120,30,120,19,24,3040.0
100,120,30,120,19,25,3091.0
100,120,30,120,19,26,3346.0
100,120,30,120,19,27,3573.0
100,120,30,120,19,28,3640.0
100,120,30,120,19,29,3956.0
100,120,30,120,19,30,4052.0
100,120,30,120,19,31,4278.0
100,120,30,120,19,32,4387.0
100,120,30,120,19,33,4678.0
100,120,30,120,19,34,4748.0
100,120,30,120,19,35,5000.0
100,120,30,120,19,36,5227.0
100,120,30,120,19,37,5329.0
100,120,30,120,19,38,5591.0
100,120,30,120,19,39,5758.0
100,120,30,120,19,40,5894.0
100,120,30,120,19,41,6169.0
100,120,30,120,19,42,6305.0
100,120,30,120,19,43,6499.0
100,120,30,120,19,44,6675.0
100,120,30,120,19,45,6996.0
100,120,30,120,19,46,7049.0
100,120,30,120,19,47,7283.0
100,120,30,120,19,48,7540.0
100,120,30,120,19,49,7647.0
100,120,30,120,19,50,7928.0
100,120,30,120,19,51,8112.0
100,120,30,120,19,52,8306.0
100,120,30,120,19,53,8518.0
100,120,30,120,19,54,8702.0
100,120,30,120,19,55,8902.0
100,120,30,120,19,56,9160.0
100,120,30,120,19,57,9326.0
100,120,30,120,19,58,9304.0
100,120,30,120,19,59,9718.0
100,120,30,120,20,10,2230.0
100,120,30,120,20,11,2420.0
100,120,30,120,20,12,2261.0
100,120,30,120,20,13,2062.0
100,120,30,120,20,14,2235.0
100,120,30,120,20,15,2322.0
100,120,30,120,20,16,2125.0
100,120,30,120,20,17,2331.0
100,120,30,120,20,18,2435.0
100,120,30,120,20,19,2478.0
100,120,30,120,20,20,2605.0
100,120,30,120,20,21,2635.0
100,120,30,120,20,22,2873.0
100,120,30,120,20,23,3106.0
100,120,30,120,20,24,3062.0
100,120,30,120,20,25,3247.0
100,120,30,120,20,26,3460.0
100,120,30,120,20,27,3619.0
100,120,30,120,20,28,3819.0
100,120,30,120,20,29,3964.0
100,120,30,120,20,30,4023.0
100,120,30,120,20,31,4245.0
100,120,30,120,20,32,4633.0
100,120,30,120,20,33,4623.0
100,120,30,120,20,34,4960.0
100,120,30,120,20,35,5239.0
100,120,30,120,20,36,5317.0
100,120,30,120,20,37,5298.0
100,120,30,120,20,38,5603.0
100,120,30,120,20,39,6014.0
100,120,30,120,20,40,6032.0
100,120,30,120,20,41,6353.0
100,120,30,120,20,42,6398.0
100,120,30,120,20,43,6517.0
100,120,30,120,20,44,6980.0
100,120,30,120,20,45,6935.0
100,120,30,120,20,46,7202.0
100,120,30,120,20,47,7351.0
100,120,30,120,20,48,7500.0
100,120,30,120,20,49,7684.0
100,120,30,120,20,50,7843.0
100,120,30,120,20,51,8157.0
100,120,30,120,20,52,8241.0
100,120,30,120,20,53,8669.0
100,120,30,120,20,54,8862.0
100,120,30,120,20,55,8615.0
100,120,30,120,20,56,9160.0
100,120,30,120,20,57,9281.0
100,120,30,120,20,58,9751.0
100,120,30,120,20,59,9844.0
100,120,30,120,21,10,2356.0
100,120,30,120,21,11,2329.0
100,120,30,120,21,12,2321.0
100,120,30,120,21,13,2242.0
100,120,30,120,21,14,2226.0
100,120,30,120,21,15,2325.0
100,120,30,120,21,16,2237.0
100,120,30,120,21,17,2360.0
100,120,30,120,21,18,2434.0
100,120,30,120,21,19,2347.0
100,120,30,120,21,20,2444.0
100,120,30,120,21,21,2575.0
100,120,30,120,21,22,2641.0
100,120,30,120,21,23,2844.0
100,120,30,120,21,24,2974.0
100,120,30,120,21,25,3103.0
100,120,30,120,21,26,3276.0
100,120,30,120,21,27,3423.0
100,120,30,120,21,28,3577.0
100,120,30,120,21,29,3748.0
100,120,30,120,21,30,3969.0
100,120,30,120,21,31,4077.0
100,120,30,120,21,32,4355.0
100,120,30,120,21,33,4490.0
100,120,30,120,21,34,4843.0
100,120,30,120,21,35,4857.0
100,120,30,120,21,36,5158.0
100,120,30,120,21,37,5191.0
100,120,30,120,21,38,5381.0
100,120,30,120,21,39,5533.0
100,120,30,120,21,40,5734.0
100,120,30,120,21,41,5866.0
100,120,30,120,21,42,6221.0
100,120,30,120,21,43,6186.0
100,120,30,120,21,44,6649.0
100,120,30,120,21,45,6828.0
100,120,30,120,21,46,6770.0
100,120,30,120,21,47,7111.0
100,120,30,120,21,48,7107.0
100,120,30,120,21,49,7360.0
100,120,30,120,21,50,7635.0
100,120,30,120,21,51,7893.0
100,120,30,120,21,52,7895.0
100,120,30,120,21,53,8202.0
100,120,30,120,21,54,8514.0
100,120,30,120,21,55,8518.0
100,120,30,120,21,56,8699.0
100,120,30,120,21,57,8878.0
100,120,30,120,21,58,9315.0
100,120,30,120,21,59,9274.0
100,120,30,120,22,10,2283.0
100,120,30,120,22,11,2411.0
100,120,30,120,22,12,2298.0
100,120,30,120,22,13,2178.0
100,120,30,120,22,14,2352.0
100,120,30,120,22,15,2321.0
100,120,30,120,22,16,2220.0
100,120,30,120,22,17,2490.0
100,120,30,120,22,18,2414.0
100,120,30,120,22,19,2358.0
100,120,30,120,22,20,2581.0
100,120,30,120,22,21,2543.0
100,120,30,120,22,22,2622.0
100,120,30,120,22,23,2918.0
100,120,30,120,22,24,2979.0
100,120,30,120,22,25,3281.0
100,120,30,120,22,26,3281.0
100,120,30,120,22,27,3529.0
100,120,30,120,22,28,3511.0
100,120,30,120,22,29,3814.0
100,120,30,120,22,30,3983.0
100,120,30,120,22,31,4101.0
100,120,30,120,22,32,4349.0
100,120,30,120,22,33,4441.0
100,120,30,120,22,34,4695.0
100,120,30,120,22,35,4867.0
100,120,30,120,22,36,5128.0
100,120,30,120,22,37,5095.0
100,120,30,120,22,38,5416.0
100,120,30,120,22,39,5591.0
100,120,30,120,22,40,5708.0
100,120,30,120,22,41,5895.0
100,120,30,120,22,42,6023.0
100,120,30,120,22,43,6275.0
100,120,30,120,22,44,6513.0
100,120,30,120,22,45,6642.0
100,120,30,120,22,46,6730.0
100,120,30,120,22,47,7093.0
100,120,30,120,22,48,7136.0
100,120,30,120,22,49,7406.0
100,120,30,120,22,50,7573.0
100,120,30,120,22,51,7690.0
100,120,30,120,22,52,7800.0
100,120,30,120,22,53,8072.0
100,120,30,120,22,54,8164.0
100,120,30,120,22,55,8396.0
100,120,30,120,22,56,8723.0
100,120,30,120,22,57,8840.0
100,120,30,120,22,58,9095.0
100,120,30,120,22,59,9027.0
100,120,30,120,23,10,2431.0
100,120,30,120,23,11,2517.0
100,120,30,120,23,12,2413.0
100,120,30,120,23,13,2220.0
100,120,30,120,23,14,2385.0
100,120,30,120,23,15,2371.0
100,120,30,120,23,16,2386.0
100,120,30,120,23,17,2471.0
100,120,30,120,23,18,2458.0
100,120,30,120,23,19,2408.0
100,120,30,120,23,20,2555.0
100,120,30,120,23,21,2666.0
100,120,30,120,23,22,2872.0
100,120,30,120,23,23,3050.0
100,120,30,120,23,24,3019.0
100,120,30,120,23,25,3249.0
100,120,30,120,23,26,3369.0
100,120,30,120,23,27,3644.0
100,120,30,120,23,28,3685.0
100,120,30,120,23,29,3953.0
100,120,30,120,23,30,4156.0
100,120,30,120,23,31,4258.0
100,120,30,120,23,32,4425.0
100,120,30,120,23,33,4711.0
100,120,30,120,23,34,4750.0
100,120,30,120,23,35,4962.0
100,120,30,120,23,36,4889.0
100,120,30,120,23,37,5428.0
100,120,30,120,23,38,5493.0
100,120,30,120,23,39,5683.0
100,120,30,120,23,40,5854.0
100,120,30,120,23,41,5991.0
100,120,30,120,23,42,6126.0
100,120,30,120,23,43,6491.0
100,120,30,120,23,44,6523.0
100,120,30,120,23,45,6716.0
100,120,30,120,23,46,6789.0
100,120,30,120,23,47,7082.0
100,120,30,120,23,48,7402.0
100,120,30,120,23,49,7406.0
100,120,30,120,23,50,7649.0
100,120,30,120,23,51,7715.0
100,120,30,120,23,52,8036.0
100,120,30,120,23,53,8154.0
100,120,30,120,23,54,8368.0
100,120,30,120,23,55,8493.0
100,120,30,120,23,56,8669.0
100,120,30,120,23,57,8864.0
100,120,30,120,23,58,9046.0
100,120,30,120,23,59,9282.0
100,120,30,120,24,10,2517.0
100,120,30,120,24,11,2623.0
100,120,30,120,24,12,2461.0
100,120,30,120,24,13,2304.0
100,120,30,120,24,14,2355.0
100,120,30,120,24,15,2474.0
100,120,30,120,24,16,2346.0
100,120,30,120,24,17,2384.0
100,120,30,120,24,18,2424.0
100,120,30,120,24,19,2354.0
100,120,30,120,24,20,2509.0
100,120,30,120,24,21,2681.0
100,120,30,120,24,22,2730.0
100,120,30,120,24,23,2843.0
100,120,30,120,24,24,3041.0
100,120,30,120,24,25,3071.0
100,120,30,120,24,26,3400.0
100,120,30,120,24,27,3444.0
100,120,30,120,24,28,3659.0
100,120,30,120,24,29,3798.0
100,120,30,120,24,30,3917.0
100,120,30,120,24,31,4109.0
100,120,30,120,24,32,4310.0
100,120,30,120,24,33,4443.0
100,120,30,120,24,34,4665.0
100,120,30,120,24,35,4767.0
100,120,30,120,24,36,5003.0
100,120,30,120,24,37,5128.0
100,120,30,120,24,38,5208.0
100,120,30,120,24,39,5404.0
100,120,30,120,24,40,5686.0
100,120,30,120,24,41,5891.0
100,120,30,120,24,42,5965.0
100,120,30,120,24,43,6190.0
100,120,30,120,24,44,6331.0
100,120,30,120,24,45,6468.0
100,120,30,120,24,46,6545.0
100,120,30,120,24,47,6958.0
100,120,30,120,24,48,7165.0
100,120,30,120,24,49,7115.0
100,120,30,120,24,50,7550.0
100,120,30,120,24,51,7709.0
100,120,30,120,24,52,7798.0
100,120,30,120,24,53,7897.0
100,120,30,120,24,54,7994.0
100,120,30,120,24,55,8377.0
100,120,30,120,24,56,8401.0
100,120,30,120,24,57,8617.0
100,120,30,120,24,58,8773.0
100,120,30,120,24,59,8978.0
100,120,30,120,25,10,2594.0
100,120,30,120,25,11,2710.0
100,120,30,120,25,12,2461.0
100,120,30,120,25,13,2298.0
100,120,30,120,25,14,2524.0
100,120,30,120,25,15,2390.0
100,120,30,120,25,16,2306.0
100,120,30,120,25,17,2458.0
100,120,30,120,25,18,2450.0
100,120,30,120,25,19,2393.0
100,120,30,120,25,20,2566.0
100,120,30,120,25,21,2678.0
100,120,30,120,25,22,2798.0
100,120,30,120,25,23,2984.0
100,120,30,120,25,24,3087.0
100,120,30,120,25,25,3186.0
100,120,30,120,25,26,3361.0
100,120,30,120,25,27,3478.0
100,120,30,120,25,28,3693.0
100,120,30,120,25,29,3846.0
100,120,30,120,25,30,4002.0
100,120,30,120,25,31,4130.0
100,120,30,120,25,32,4364.0
100,120,30,120,25,33,4435.0
100,120,30,120,25,34,4603.0
100,120,30,120,25,35,4809.0
100,120,30,120,25,36,4982.0
100,120,30,120,25,37,5169.0
100,120,30,120,25,38,5277.0
100,120,30,120,25,39,5486.0
100,120,30,120,25,40,5609.0
100,120,30,120,25,41,5934.0
100,120,30,120,25,42,5946.0
100,120,30,120,25,43,6164.0
100,120,30,120,25,44,6351.0
100,120,30,120,25,45,6553.0
100,120,30,120,25,46,6577.0
100,120,30,120,25,47,6654.0
100,120,30,120,25,48,7013.0
100,120,30,120,25,49,7097.0
100,120,30,120,25,50,7315.0
100,120,30,120,25,51,7505.0
100,120,30,120,25,52,7635.0
100,120,30,120,25,53,7839.0
100,120,30,120,25,54,8023.0
100,120,30,120,25,55,8134.0
100,120,30,120,25,56,8432.0
100,120,30,120,25,57,8554.0
100,120,30,120,25,58,8744.0
100,120,30,120,25,59,8876.0
100,120,30,120,26,10,2718.0
100,120,30,120,26,11,2873.0
100,120,30,120,26,12,2658.0
100,120,30,120,26,13,2467.0
100,120,30,120,26,14,2473.0
100,120,30,120,26,15,2518.0
100,120,30,120,26,16,2371.0
100,120,30,120,26,17,2522.0
100,120,30,120,26,18,2594.0
100,120,30,120,26,19,2566.0
100,120,30,120,26,20,2726.0
100,120,30,120,26,21,2719.0
100,120,30,120,26,22,2926.0
100,120,30,120,26,23,3118.0
100,120,30,120,26,24,3213.0
100,120,30,120,26,25,3220.0
100,120,30,120,26,26,3488.0
100,120,30,120,26,27,3549.0
100,120,30,120,26,28,3746.0
100,120,30,120,26,29,4074.0
100,120,30,120,26,30,4132.0
100,120,30,120,26,31,4384.0
100,120,30,120,26,32,4452.0
100,120,30,120,26,33,4462.0
100,120,30,120,26,34,4725.0
100,120,30,120,26,35,4975.0
100,120,30,120,26,36,5147.0
100,120,30,120,26,37,5238.0
100,120,30,120,26,38,5472.0
100,120,30,120,26,39,5665.0
100,120,30,120,26,40,5761.0
100,120,30,120,26,41,5656.0
100,120,30,120,26,42,6084.0
100,120,30,120,26,43,6242.0
100,120,30,120,26,44,6441.0
100,120,30,120,26,45,6594.0
100,120,30,120,26,46,6610.0
100,120,30,120,26,47,6940.0
100,120,30,120,26,48,7117.0
100,120,30,120,26,49,7220.0
100,120,30,120,26,50,7289.0
100,120,30,120,26,51,7525.0
100,120,30,120,26,52,7858.0
100,120,30,120,26,53,7903.0
100,120,30,120,26,54,8124.0
100,120,30,120,26,55,8285.0
100,120,30,120,26,56,8576.0
100,120,30,120,26,57,8573.0
100,120,30,120,26,58,8819.0
100,120,30,120,26,59,8860.0
100,120,30,120,27,10,2796.0
100,120,30,120,27,11,2912.0
100,120,30,120,27,12,2627.0
100,120,30,120,27,13,2529.0
100,120,30,120,27,14,2509.0
100,120,30,120,27,15,2445.0
100,120,30,120,27,16,2343.0
100,120,30,120,27,17,2467.0
100,120,30,120,27,18,2452.0
100,120,30,120,27,19,2553.0
100,120,30,120,27,20,2611.0
100,120,30,120,27,21,2745.0
100,120,30,120,27,22,2822.0
100,120,30,120,27,23,2821.0
100,120,30,120,27,24,3067.0
100,120,30,120,27,25,3136.0
100,120,30,120,27,26,3282.0
100,120,30,120,27,27,3551.0
100,120,30,120,27,28,3532.0
100,120,30,120,27,29,3614.0
100,120,30,120,27,30,3942.0
100,120,30,120,27,31,3918.0
100,120,30,120,27,32,4182.0
100,120,30,120,27,33,4219.0
100,120,30,120,27,34,4484.0
100,120,30,120,27,35,4655.0
100,120,30,120,27,36,4825.0
100,120,30,120,27,37,4939.0
100,120,30,120,27,38,5207.0
100,120,30,120,27,39,5196.0
100,120,30,120,27,40,5384.0
100,120,30,120,27,41,5458.0
100,120,30,120,27,42,5767.0
100,120,30,120,27,43,5878.0
100,120,30,120,27,44,5911.0
100,120,30,120,27,45,6103.0
100,120,30,120,27,46,6231.0
100,120,30,120,27,47,6386.0
100,120,30,120,27,48,6857.0
100,120,30,120,27,49,7017.0
100,120,30,120,27,50,7130.0
100,120,30,120,27,51,7051.0
100,120,30,120,27,52,7056.0
100,120,30,120,27,53,7523.0
100,120,30,120,27,54,7448.0
100,120,30,120,27,55,7779.0
100,120,30,120,27,56,7907.0
100,120,30,120,27,57,8089.0
100,120,30,120,27,58,8368.0
100,120,30,120,27,59,8537.0
100,120,30,120,28,10,2858.0
100,120,30,120,28,11,2993.0
100,120,30,120,28,12,2699.0
100,120,30,120,28,13,2481.0
100,120,30,120,28,14,2483.0
100,120,30,120,28,15,2570.0
100,120,30,120,28,16,2378.0
100,120,30,120,28,17,2487.0
100,120,30,120,28,18,2613.0
100,120,30,120,28,19,2517.0
100,120,30,120,28,20,2829.0
100,120,30,120,28,21,2770.0
100,120,30,120,28,22,2768.0
100,120,30,120,28,23,2794.0
100,120,30,120,28,24,3010.0
100,120,30,120,28,25,3072.0
100,120,30,120,28,26,3284.0
100,120,30,120,28,27,3450.0
100,120,30,120,28,28,3481.0
100,120,30,120,28,29,3697.0
100,120,30,120,28,30,3784.0
100,120,30,120,28,31,3894.0
100,120,30,120,28,32,4080.0
100,120,30,120,28,33,4248.0
100,120,30,120,28,34,4433.0
100,120,30,120,28,35,4636.0
100,120,30,120,28,36,4771.0
100,120,30,120,28,37,4929.0
100,120,30,120,28,38,4963.0
100,120,30,120,28,39,5156.0
100,120,30,120,28,40,5241.0
100,120,30,120,28,41,5491.0
100,120,30,120,28,42,5526.0
100,120,30,120,28,43,5781.0
100,120,30,120,28,44,5897.0
100,120,30,120,28,45,6123.0
100,120,30,120,28,46,6268.0
100,120,30,120,28,47,6387.0
100,120,30,120,28,48,6483.0
100,120,30,120,28,49,6774.0
100,120,30,120,28,50,6834.0
100,120,30,120,28,51,6954.0
100,120,30,120,28,52,7098.0
100,120,30,120,28,53,7275.0
100,120,30,120,28,54,7407.0
100,120,30,120,28,55,7672.0
100,120,30,120,28,56,7906.0
100,120,30,120,28,57,7934.0
100,120,30,120,28,58,8285.0
100,120,30,120,28,59,8375.0
100,120,30,120,29,10,2936.0
100,120,30,120,29,11,3035.0
100,120,30,120,29,12,2687.0
100,120,30,120,29,13,2538.0
100,120,30,120,29,14,2620.0
100,120,30,120,29,15,2671.0
100,120,30,120,29,16,2435.0
100,120,30,120,29,17,2649.0
100,120,30,120,29,18,2620.0
100,120,30,120,29,19,2711.0
100,120,30,120,29,20,2657.0
100,120,30,120,29,21,2676.0
100,120,30,120,29,22,2860.0
100,120,30,120,29,23,3023.0
100,120,30,120,29,24,2986.0
100,120,30,120,29,25,3146.0
100,120,30,120,29,26,3325.0
100,120,30,120,29,27,3532.0
100,120,30,120,29,28,3617.0
100,120,30,120,29,29,3864.0
100,120,30,120,29,30,3884.0
100,120,30,120,29,31,3881.0
100,120,30,120,29,32,4185.0
100,120,30,120,29,33,4252.0
100,120,30,120,29,34,4424.0
100,120,30,120,29,35,4693.0
100,120,30,120,29,36,4755.0
100,120,30,120,29,37,4926.0
100,120,30,120,29,38,5000.0
100,120,30,120,29,39,5315.0
100,120,30,120,29,40,5387.0
100,120,30,120,29,41,5437.0
100,120,30,120,29,42,5606.0
100,120,30,120,29,43,5740.0
100,120,30,120,29,44,5976.0
100,120,30,120,29,45,6195.0
100,120,30,120,29,46,6311.0
100,120,30,120,29,47,6391.0
100,120,30,120,29,48,6686.0
100,120,30,120,29,49,6689.0
100,120,30,120,29,50,6911.0
100,120,30,120,29,51,7110.0
100,120,30,120,29,52,7142.0
100,120,30,120,29,53,7252.0
100,120,30,120,29,54,7497.0
100,120,30,120,29,55,7850.0
100,120,30,120,29,56,7926.0
100,120,30,120,29,57,8199.0
100,120,30,120,29,58,8212.0
100,120,30,120,29,59,8481.0
100,120,30,120,30,10,2953.0
100,120,30,120,30,11,3007.0
100,120,30,120,30,12,2836.0
100,120,30,120,30,13,2693.0
100,120,30,120,30,14,2561.0
100,120,30,120,30,15,2599.0
100,120,30,120,30,16,2641.0
100,120,30,120,30,17,2601.0
100,120,30,120,30,18,2684.0
100,120,30,120,30,19,2579.0
100,120,30,120,30,20,2538.0
100,120,30,120,30,21,2763.0
100,120,30,120,30,22,2733.0
100,120,30,120,30,23,2839.0
100,120,30,120,30,24,3021.0
100,120,30,120,30,25,3035.0
100,120,30,120,30,26,3301.0
100,120,30,120,30,27,3640.0
100,120,30,120,30,28,3471.0
100,120,30,120,30,29,3521.0
100,120,30,120,30,30,3713.0
100,120,30,120,30,31,3855.0
100,120,30,120,30,32,3984.0
100,120,30,120,30,33,4229.0
100,120,30,120,30,34,4326.0
100,120,30,120,30,35,4358.0
100,120,30,120,30,36,4701.0
100,120,30,120,30,37,4784.0
100,120,30,120,30,38,4923.0
100,120,30,120,30,39,5090.0
100,120,30,120,30,40,5118.0
100,120,30,120,30,41,5319.0
100,120,30,120,30,42,5595.0
100,120,30,120,30,43,5781.0
100,120,30,120,30,44,5813.0
100,120,30,120,30,45,5946.0
100,120,30,120,30,46,6087.0
100,120,30,120,30,47,6150.0
100,120,30,120,30,48,6530.0
100,120,30,120,30,49,6636.0
100,120,30,120,30,50,6816.0
100,120,30,120,30,51,6823.0
100,120,30,120,30,52,6979.0
100,120,30,120,30,53,7286.0
100,120,30,120,30,54,7339.0
100,120,30,120,30,55,7492.0
