car_numbers1,car_numbers2,car_numbers3,car_numbers4,duration1,duration3,total_waiting_time
450,400,50,20,35,40,17031.0
450,400,50,20,35,45,19850.0
450,400,50,20,35,50,23023.0
450,400,50,20,35,55,25918.0
450,400,50,20,40,10,3142.0
450,400,50,20,40,15,3784.0
450,400,50,20,40,20,5154.0
450,400,50,20,40,25,7272.0
450,400,50,20,40,30,9811.0
450,400,50,20,40,35,12820.0
450,400,50,20,40,40,15347.0
450,400,50,20,40,45,18228.0
450,400,50,20,40,50,20730.0
450,400,50,20,40,55,23057.0
450,400,50,20,45,10,3391.0
450,400,50,20,45,15,3884.0
450,400,50,20,45,20,4923.0
450,400,50,20,45,25,6824.0
450,400,50,20,45,30,9350.0
450,400,50,20,45,35,11922.0
450,400,50,20,45,40,14312.0
450,400,50,20,45,45,16834.0
450,400,50,20,45,50,19229.0
450,400,50,20,45,55,21825.0
450,400,50,20,50,10,3482.0
450,400,50,20,50,15,3742.0
450,400,50,20,50,20,4995.0
450,400,50,20,50,25,6894.0
450,400,50,20,50,30,9160.0
450,400,50,20,50,35,11663.0
450,400,50,20,50,40,13841.0
450,400,50,20,50,45,16175.0
450,400,50,20,50,50,18623.0
450,400,50,20,50,55,20909.0
450,400,50,20,55,10,3606.0
450,400,50,20,55,15,3731.0
450,400,50,20,55,20,4716.0
450,400,50,20,55,25,6652.0
450,400,50,20,55,30,8638.0
450,400,50,20,55,35,10686.0
450,400,50,20,55,40,12951.0
450,400,50,20,55,45,14917.0
450,400,50,20,55,50,17118.0
450,400,50,20,55,55,19418.0
50,40,150,220,10,10,2740.0
50,40,150,220,10,15,2328.0
50,40,150,220,10,20,2201.0
50,40,150,220,10,25,2042.0
50,40,150,220,10,30,2132.0
50,40,150,220,10,35,2426.0
50,40,150,220,10,40,2633.0
50,40,150,220,10,45,3853.0
50,40,150,220,10,50,4829.0
50,40,150,220,10,55,4879.0
50,40,150,220,15,10,3847.0
50,40,150,220,15,15,3083.0
50,40,150,220,15,20,2768.0
50,40,150,220,15,25,2439.0
50,40,150,220,15,30,2382.0
50,40,150,220,15,35,2421.0
50,40,150,220,15,40,2575.0
50,40,150,220,15,45,2665.0
50,40,150,220,15,50,2860.0
50,40,150,220,15,55,3159.0
50,40,150,220,20,10,4931.0
50,40,150,220,20,15,3869.0
50,40,150,220,20,20,3162.0
50,40,150,220,20,25,2841.0
50,40,150,220,20,30,2818.0
50,40,150,220,20,35,2749.0
50,40,150,220,20,40,2729.0
50,40,150,220,20,45,2709.0
50,40,150,220,20,50,3075.0
50,40,150,220,20,55,3125.0
50,40,150,220,25,10,6007.0
50,40,150,220,25,15,4481.0
50,40,150,220,25,20,3839.0
50,40,150,220,25,25,3146.0
50,40,150,220,25,30,3170.0
50,40,150,220,25,35,3050.0
50,40,150,220,25,40,2880.0
50,40,150,220,25,45,3049.0
50,40,150,220,25,50,3110.0
50,40,150,220,25,55,3192.0
50,40,150,220,30,10,7043.0
50,40,150,220,30,15,5305.0
50,40,150,220,30,20,4255.0
50,40,150,220,30,25,3622.0
50,40,150,220,30,30,3316.0
50,40,150,220,30,35,3286.0
50,40,150,220,30,40,3059.0
50,40,150,220,30,45,3127.0
50,40,150,220,30,50,3275.0
50,40,150,220,30,55,3083.0
50,40,150,220,35,10,8084.0
50,40,150,220,35,15,5877.0
50,40,150,220,35,20,4944.0
50,40,150,220,35,25,4067.0
50,40,150,220,35,30,3708.0
50,40,150,220,35,35,3639.0
50,40,150,220,35,40,3402.0
50,40,150,220,35,45,3415.0
50,40,150,220,35,50,3184.0
50,40,150,220,35,55,3321.0
50,40,150,220,40,10,9148.0
50,40,150,220,40,15,6832.0
50,40,150,220,40,20,5479.0
50,40,150,220,40,25,4499.0
50,40,150,220,40,30,4085.0
50,40,150,220,40,35,4035.0
50,40,150,220,40,40,3543.0
50,40,150,220,40,45,3572.0
50,40,150,220,40,50,3535.0
50,40,150,220,40,55,3612.0
50,40,150,220,45,10,10300.0
50,40,150,220,45,15,7598.0
50,40,150,220,45,20,6122.0
50,40,150,220,45,25,5002.0
50,40,150,220,45,30,4511.0
50,40,150,220,45,35,4092.0
50,40,150,220,45,40,3760.0
50,40,150,220,45,45,3832.0
50,40,150,220,45,50,3771.0
50,40,150,220,45,55,3810.0
50,40,150,220,50,10,11506.0
50,40,150,220,50,15,8310.0
50,40,150,220,50,20,6768.0
50,40,150,220,50,25,5472.0
50,40,150,220,50,30,4762.0
50,40,150,220,50,35,4407.0
50,40,150,220,50,40,4092.0
50,40,150,220,50,45,4121.0
50,40,150,220,50,50,3979.0
50,40,150,220,50,55,3918.0
50,40,150,220,55,10,12441.0
50,40,150,220,55,15,9284.0
50,40,150,220,55,20,7333.0
50,40,150,220,55,25,5883.0
50,40,150,220,55,30,5230.0
50,40,150,220,55,35,4908.0
50,40,150,220,55,40,4460.0
50,40,150,220,55,45,4351.0
50,40,150,220,55,50,4216.0
50,40,150,220,55,55,3975.0
100,120,30,120,10,10,1889.0
100,120,30,120,10,11,2684.0
100,120,30,120,10,12,3095.0
100,120,30,120,10,13,3534.0
100,120,30,120,10,14,3983.0
100,120,30,120,10,15,4458.0
100,120,30,120,10,16,4885.0
100,120,30,120,10,17,4920.0
100,120,30,120,10,18,5207.0
100,120,30,120,10,19,5386.0
100,120,30,120,10,20,6288.0
100,120,30,120,10,21,6258.0
100,120,30,120,10,22,6602.0
100,120,30,120,10,23,6347.0
100,120,30,120,10,24,7356.0
100,120,30,120,10,25,7613.0
100,120,30,120,10,26,7879.0
100,120,30,120,10,27,8406.0
100,120,30,120,10,28,8570.0
100,120,30,120,10,29,9293.0
100,120,30,120,10,30,9720.0
100,120,30,120,10,31,9859.0
100,120,30,120,10,32,10037.0
100,120,30,120,10,33,10386.0
100,120,30,120,10,34,10538.0
100,120,30,120,10,35,10927.0
100,120,30,120,10,36,11419.0
100,120,30,120,10,37,11515.0
100,120,30,120,10,38,12345.0
100,120,30,120,10,39,12642.0
100,120,30,120,10,40,12797.0
100,120,30,120,10,41,12876.0
100,120,30,120,10,42,13428.0
100,120,30,120,10,43,14031.0
100,120,30,120,10,44,14670.0
100,120,30,120,10,45,14535.0
100,120,30,120,10,46,14512.0
100,120,30,120,10,47,16085.0
100,120,30,120,10,48,15314.0
100,120,30,120,10,49,15662.0
100,120,30,120,10,50,15794.0
100,120,30,120,10,51,16806.0
100,120,30,120,10,52,17731.0
100,120,30,120,10,53,17803.0
100,120,30,120,10,54,18350.0
100,120,30,120,10,55,17726.0
100,120,30,120,10,56,18313.0
100,120,30,120,10,57,19449.0
100,120,30,120,10,58,18512.0
100,120,30,120,10,59,19073.0
100,120,30,120,11,10,1779.0
100,120,30,120,11,11,1861.0
100,120,30,120,11,12,1907.0
100,120,30,120,11,13,2746.0
100,120,30,120,11,14,3153.0
100,120,30,120,11,15,3513.0
100,120,30,120,11,16,3836.0
100,120,30,120,11,17,4204.0
100,120,30,120,11,18,4435.0
100,120,30,120,11,19,4879.0
100,120,30,120,11,20,4969.0
100,120,30,120,11,21,5294.0
100,120,30,120,11,22,5623.0
100,120,30,120,11,23,6051.0
100,120,30,120,11,24,6281.0
100,120,30,120,11,25,6526.0
100,120,30,120,11,26,6764.0
100,120,30,120,11,27,7090.0
100,120,30,120,11,28,7439.0
100,120,30,120,11,29,7786.0
100,120,30,120,11,30,7992.0
100,120,30,120,11,31,8324.0
100,120,30,120,11,32,8694.0
100,120,30,120,11,33,9201.0
100,120,30,120,11,34,9271.0
100,120,30,120,11,35,9615.0
100,120,30,120,11,36,9822.0
100,120,30,120,11,37,10154.0
100,120,30,120,11,38,10554.0
100,120,30,120,11,39,10951.0
100,120,30,120,11,40,11193.0
100,120,30,120,11,41,11482.0
100,120,30,120,11,42,11804.0
100,120,30,120,11,43,12181.0
100,120,30,120,11,44,12523.0
100,120,30,120,11,45,12927.0
100,120,30,120,11,46,12956.0
100,120,30,120,11,47,13577.0
100,120,30,120,11,48,13672.0
100,120,30,120,11,49,14011.0
100,120,30,120,11,50,14324.0
100,120,30,120,11,51,14563.0
100,120,30,120,11,52,14900.0
100,120,30,120,11,53,15202.0
100,120,30,120,11,54,15683.0
100,120,30,120,11,55,16024.0
100,120,30,120,11,56,16244.0
100,120,30,120,11,57,16529.0
100,120,30,120,11,58,16855.0
100,120,30,120,11,59,17098.0
100,120,30,120,12,10,1655.0
100,120,30,120,12,11,1758.0
100,120,30,120,12,12,1796.0
100,120,30,120,12,13,2027.0
100,120,30,120,12,14,2506.0
100,120,30,120,12,15,2719.0
100,120,30,120,12,16,2667.0
100,120,30,120,12,17,3412.0
100,120,30,120,12,18,3642.0
100,120,30,120,12,19,3778.0
100,120,30,120,12,20,3771.0
100,120,30,120,12,21,4185.0
100,120,30,120,12,22,4579.0
100,120,30,120,12,23,4704.0
100,120,30,120,12,24,5054.0
100,120,30,120,12,25,5276.0
100,120,30,120,12,26,5740.0
100,120,30,120,12,27,6085.0
100,120,30,120,12,28,6251.0
100,120,30,120,12,29,6468.0
100,120,30,120,12,30,6734.0
100,120,30,120,12,31,6924.0
100,120,30,120,12,32,7343.0
100,120,30,120,12,33,7548.0
100,120,30,120,12,34,7801.0
100,120,30,120,12,35,7652.0
100,120,30,120,12,36,8171.0
100,120,30,120,12,37,8736.0
100,120,30,120,12,38,9215.0
100,120,30,120,12,39,9039.0
100,120,30,120,12,40,9273.0
100,120,30,120,12,41,9741.0
100,120,30,120,12,42,10102.0
100,120,30,120,12,43,10034.0
100,120,30,120,12,44,10380.0
100,120,30,120,12,45,10866.0
100,120,30,120,12,46,10988.0
100,120,30,120,12,47,11619.0
100,120,30,120,12,48,11691.0
100,120,30,120,12,49,12014.0
100,120,30,120,12,50,12015.0
100,120,30,120,12,51,12736.0
100,120,30,120,12,52,12578.0
100,120,30,120,12,53,13037.0
100,120,30,120,12,54,13704.0
100,120,30,120,12,55,13766.0
100,120,30,120,12,56,14044.0
100,120,30,120,12,57,14056.0
100,120,30,120,12,58,14614.0
100,120,30,120,12,59,14640.0
100,120,30,120,13,10,1755.0
100,120,30,120,13,11,1796.0
100,120,30,120,13,12,1880.0
100,120,30,120,13,13,1860.0
100,120,30,120,13,14,2266.0
100,120,30,120,13,15,2332.0
100,120,30,120,13,16,2564.0
100,120,30,120,13,17,2936.0
100,120,30,120,13,18,3097.0
100,120,30,120,13,19,3282.0
100,120,30,120,13,20,3695.0
100,120,30,120,13,21,3910.0
100,120,30,120,13,22,4205.0
100,120,30,120,13,23,4437.0
100,120,30,120,13,24,4653.0
100,120,30,120,13,25,4860.0
100,120,30,120,13,26,5335.0
100,120,30,120,13,27,5480.0
100,120,30,120,13,28,5668.0
100,120,30,120,13,29,5955.0
100,120,30,120,13,30,6119.0
100,120,30,120,13,31,6301.0
100,120,30,120,13,32,6701.0
100,120,30,120,13,33,6953.0
100,120,30,120,13,34,6952.0
100,120,30,120,13,35,7409.0
100,120,30,120,13,36,7708.0
100,120,30,120,13,37,7997.0
100,120,30,120,13,38,8274.0
100,120,30,120,13,39,8564.0
100,120,30,120,13,40,8875.0
100,120,30,120,13,41,8950.0
100,120,30,120,13,42,9330.0
100,120,30,120,13,43,9493.0
100,120,30,120,13,44,9943.0
100,120,30,120,13,45,10119.0
100,120,30,120,13,46,10284.0
100,120,30,120,13,47,10612.0
100,120,30,120,13,48,10605.0
100,120,30,120,13,49,11060.0
100,120,30,120,13,50,11524.0
100,120,30,120,13,51,11750.0
100,120,30,120,13,52,11872.0
100,120,30,120,13,53,12290.0
100,120,30,120,13,54,12277.0
100,120,30,120,13,55,12921.0
100,120,30,120,13,56,12976.0
100,120,30,120,13,57,13172.0
100,120,30,120,13,58,13507.0
100,120,30,120,13,59,13607.0
100,120,30,120,14,10,1763.0
100,120,30,120,14,11,1910.0
100,120,30,120,14,12,1940.0
100,120,30,120,14,13,1863.0
100,120,30,120,14,14,1986.0
100,120,30,120,14,15,2106.0
100,120,30,120,14,16,2133.0
100,120,30,120,14,17,2401.0
100,120,30,120,14,18,2582.0
100,120,30,120,14,19,2509.0
100,120,30,120,14,20,2785.0
100,120,30,120,14,21,2958.0
100,120,30,120,14,22,3118.0
100,120,30,120,14,23,3496.0
100,120,30,120,14,24,3865.0
100,120,30,120,14,25,3772.0
100,120,30,120,14,26,4136.0
100,120,30,120,14,27,4334.0
100,120,30,120,14,28,4337.0
100,120,30,120,14,29,4765.0
100,120,30,120,14,30,5140.0
100,120,30,120,14,31,4893.0
100,120,30,120,14,32,5285.0
100,120,30,120,14,33,5762.0
100,120,30,120,14,34,5883.0
100,120,30,120,14,35,6028.0
